"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"15";"https://sinobas.aemet.es/index.php?pag=detal&rep=15";"jnunez";"AEMET";"2012-09-28";"21:00";"+/- 15 minutos";"2012-11-14";"Vórtice de racha";"Alta";"39.251";"-0.561";"83";"Valencia";"Catadau";"CV-50, 46196 Catadau, Valencia, España";"46196";"En la zona de la partida de la Barrina, a 2.5 km al sur de Catadau y 3.5 km. al noroeste de Carlet, se han identificado daños producidos por fuertes rachas de viento, que aparecen claramente alineados en 3 trayectorias, en las que además se han observado indicios de rotación.";"De lo descrito y visto in situ, se deduce la existencia de un fenómeno de tipo tornádico. Aunque lo más probable es que no se tratara de un tornado asociado a la línea de turbonada, sino que la mayoría de indicios apuntan a un enjambre de tornados de frente de racha (gustnados) que se formaron en el borde delantero del activo frente de racha que se iba desplazando de sur a norte.";"NO";"NO";"La primera trayectoria es la más larga, de unos 1300 metros y 50 metros de anchura, finalizó su recorrido en la antigua “Casa Bosch” de Catadau, hoy ocupada por la empresa R. Diranzo Bellido, S.L. A esta casa se le voló el tejado completo del primer edificio, desplazando a 130 metros las vigas de madera de la cubierta hasta un terraplén situado al oeste de la casa (etiquetado con el número 20). Previamente se han encontrado numerosos cultivos afectados a lo largo del Camí de la casa del Notari, sobre todo un campo de kakis, etiquetado con los números 21 al 24.
La segunda trayectoria afectó a la planta transformadora de electricidad, en la que la fuerza del viento desplazó una casa-contenedor que estaba anclada, dañó el techo de un edificio, reventando hacia adentro las ventanas que estaban a sotavento, y finalmente dañando un transformador que ardió completamente.
En la tercera trayectoria se vieron afectados numerosos cultivos de naranjos, olivos y kakis. Se han encontrado olivos que fueron arrancados y desplazados más de 5 metros contra el árbol adyacente, como se comprueba en la figura inferior derecha. Destaca que hay claros indicios de rotación en la forma en que los árboles están abatidos. Hay árboles abatidos hacia el nordeste al principio, luego al norte, y los últimos estaban abatidos hacia el noroeste.";"";"";"";"0";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"3";"";"EF0: 105-137 km/h";"T1: 87-115 km/h";"";"";"";"SD";"Lluvia fuerte, Tormenta";"Entre 1 y 2 km";"50 metros";"SD";"este a oeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"https://sinobas.aemet.es/index.php?pag=detal&rep=16";"jnunez";"AEMET";"2009-07-08";"09:00";"+/- 15 minutos";"2012-11-14";"Tornado / Tromba Marina";"Alta";"38.933";"-0.087";"0";"Valencia";"Oliva";"Av del Mar Mediterrania, 31, 46780 Oliva, Valencia, España";"46780";"Varias trombas marinas se observan en el mar, con trayectoria hacia el este, sin penetrar en tierra.";"Trombas marinas avistadas desde la costa de las playas del sur de La Safor, con mayor cercanía a la playa de Oliva, sin tocar tierra.";"NO";"NO";"";"";"";"0";"0";"Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"Tromba Marina";"10";"";"EF0: 105-137 km/h";"T1: 87-115 km/h";"";"Si";"10";"SD";"Lluvia fuerte, Tormenta";"SD";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"https://sinobas.aemet.es/index.php?pag=detal&rep=17";"jnunez";"AEMET";"2003-07-05";"19:00";"+/- 15 minutos";"2012-11-14";"Granizada Singular";"Alta";"40.619";"-0.099";"966";"Castellón";"Morella";"Calle San Julian, 26-42, 12300 Morella, Castellón, España";"12300";"Fundamentalmente en la localidad de Morella";"Un temporal de granizo aísla Morella durante una hora e inunda la sacristía y el Museo Arciprestal. Los 70 litros por metro cuadrado recogidos en el observatorio obligaron a los bomberos a achicar agua de los comercios.
Morella se cubrió de un enorme manto blanco tras la virulenta tromba de agua y granizo que cayó en tan sólo una hora. La Sacristía y el Museo Arciprestal se inundaron y el municipio quedó aislado. Los vendedores del mercado medieval tuvieron que cerrar sus puestos ambulantes.
También se inundaron algunos bajos y ocasionó que durante una hora la entrada a esta ciudad permaneciera cortada, si bien a última hora se restablecieron los accesos.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"60 minutos";"";"";"";"";"";"";"";"SD";"Menor de 0,5";"SD";"Mayor de 30";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"https://sinobas.aemet.es/index.php?pag=detal&rep=18";"jrodriguezv";"AEMET";"2012-05-08";"14:00";"+/- 1 hora";"2012-11-15";"Alud (Avalancha)";"Alta";"43.235";"-4.839";"932";"Asturias";"Cabrales";"Carretera de Poncebos a Sotres, 33555 Cabrales, Asturias, España";"33555";"Los Llanos del Tornu. Camino de Amuesa. Bulnes";"Deslizamiento de nieve húmeda por la ladera norte de los Cuetos Albos. Encauzada por la canal que muere en los llanos del Tornu. La avalancha arrastró vegetación, suelo, cantos y arrancó algunos bloques en su trayecto.";"NO";"NO";"No se han producido.";"Sin precisar. Algunos árboles, y la ocupación de los pastos de Los Llanos por el depósito del alud.";"";"";"";"Testigo de los daños, Informado por un testigo del evento, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"";"";"Entre 1 y 2 km";"100 metros";"SD";"sur a norte";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"En bloque";"Denso";"Húmeda";"SD";"SD";"2100";"1200";"Muy nuboso o cubierto";"Si";"3";"Temperatura suave";"Débil (hasta 20 km/h)";"suroeste a noreste";"";"";""
"19";"https://sinobas.aemet.es/index.php?pag=detal&rep=19";"Ramon";"AEMET";"2012-07-05";"15:00";"+/- 3 horas";"2012-11-15";"Granizada Singular";"Alta";"41.628";"0.891";"247";"Lérida";"Mollerussa";"Calle de Francisco Mir, 6, 25230 Mollerussa, Lérida, España";"25230";"Afectó fundamentalmente a las comarcas del Pla d'Urgell y el Segrià y también a las comarcas del Urgell, la Noguera y las Garrigues, todas en los llanos de Lleida.";"Tormentas severas provenientes del oeste-sudoeste afectando a los llanos de Lleida.";"NO";"NO";"";"20000 Ha de cultivos afectadas.";"";"50";"";"Información en los medios, Información en sitios webs";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 4 y 5";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"https://sinobas.aemet.es/index.php?pag=detal&rep=20";"jnunez";"AEMET";"2004-06-30";"21:00";"+/- 1 hora";"2012-11-16";"Reventón Cálido";"Alta";"38.286";"-0.565";"32";"Alicante";"Elche";"CV-852, Aeropuerto de Alicante (ALC), 03203 Elche, Alicante, España";"3203";"Litoral de Alicante, en comarcas de L'Alacantí y Bajo Vinalopó";"Ascenso brusco de la temperatura, en los Metar,s del aeropuerto de El Altet subió de 27ºC a las 19 UTC, a 37ºC a las 21 UTC, con 0.1 l/m2 de lluvia, tormenta, disminución de la humedad y rafagosidad del viento.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Información en los medios";"";"";"";"SD";"SD";"71";"";"";"SD";"Lluvia ligera o moderada, Tormenta";"SD";"SD";"SD";"oeste a este";"";"+9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"https://sinobas.aemet.es/index.php?pag=detal&rep=21";"sgonzalezh";"AEMET";"2012-06-12";"16:05";"+/- 1 minuto";"2012-11-17";"Reventón / Frente de racha";"Alta";"41.389";"2.200";"6";"Barcelona";"Barcelona";"Muelle de Mestral, 08005 Barcelona, España";"8005";"Litoral de la ciudad de Barcelona
Con menos intensidad en las comarcas circundantes a Barcelona (Vallès, Maresme, Baix Llobregat)";"Frente de racha aislado de una tormenta con gran recorrido. Las rachas en la mayor parte del recorrido no superaron los 50 km/h. En el litoral de Barcelona se reactivó produciendo rachas mayores levantando la arena de la playa (formó una mini tormenta de arena) y generando algunas escenas de pánico. Sobre el mar frente a la playa, el frente creó además vortices de eje vertical producidos por cizalladura. El frente tambien provocó problemas de operatividad en el aeropuerto de Barcelona.";"NO";"NO";"";"";"0";"0";"0";"Testigo del evento";"";"";"Tolvanera, Vórtice de racha";"&lt; EF0";"T0: 61-86 km/h";"84";"";"";"15 minutos";"Sin Precipitación, Polvo o arena levantado por el viento";"&gt; 50 km";"SD";"SD";"noreste a suroeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"https://sinobas.aemet.es/index.php?pag=detal&rep=22";"jriescom";"AEMET";"2012-11-17";"10:50";"+/- 15 minutos";"2012-11-19";"Precipitación Súbita Torrencial";"Alta";"36.718";"-4.412";"16";"Málaga";"Málaga";"Calle San Nicolás, 14, 29016 Málaga, España";"29016";"Tormenta fuerte en Málaga capital, con precipitaciones torrenciales que causan inundaciones locales de relevancia. El episodio de las precipitaciones intensas tuvo una duración de unas tres horas aproximadamente. Al mismo tiempo se avistaron varias trombas marinas, y hubo rachas convectivas intensas en la ciudad.";"Tormenta severa que descargó sobre Málaga, causando precipitaciones torrenciales y fuertes rachas de viento.";"NO";"NO";"Inundaciones locales importantes que afectaron a edificios, coches, material urbano, etc.";"";"";"";"";"Testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"180 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"117";"10:40";"";"22";"";"33";"56";"92";"117";"Si";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"https://sinobas.aemet.es/index.php?pag=detal&rep=23";"jriescom";"AEMET";"2012-11-17";"11:00";"+/- 3 horas";"2012-11-19";"Tornado / Tromba Marina";"Alta";"36.648";"-4.467";"0";"Málaga";"Torremolinos";"Paseo Marítimo, 29620 Torremolinos, Málaga, España";"29620";"Tromba marina en el litoral de Málaga-Torremolinos. Existe una foto tomada desde el aeropuerto de Málaga. Ese mismo día se produjeron varias trombas marinas en el litoral de Málaga...";"Tromba marina próxima al litoral entre Torremolinos y Málaga";"NO";"NO";"";"";"";"";"";"Información en sitios webs, Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"https://sinobas.aemet.es/index.php?pag=detal&rep=25";"jnunez";"AEMET";"2008-09-23";"18:00";"+/- 3 horas";"2012-11-19";"Precipitación Súbita Torrencial";"Alta";"39.201";"-0.309";"14";"Valencia";"Sueca";"Calle de San Roque, 17, 46410 Sueca, Valencia, España";"46410";"En la Comarca de la Ribera Baja, entre Sueca, Riola y Fortaleny se registró la mayor cantidad.";"El 23 de septiembre de 2008 se registraron precipitaciones torrenciales en los alrededores de la localidad de Sueca, en la comarca de la Ribera Baja, en la provincia de Valencia. Se han recogido en 24 horas 390 l/m2 como valor máximo en la estación de Azud de Sueca, de la red de pluviómetros de la Confederación Hidrográfica del Júcar, y 341 l/m2 en la estación de Sueca de la Agencia Estatal de Meteorología, superándose  los 200 l/m2 en un radio aproximado de 7 km. alrededor de Sueca, mientras que a partir de unos 15 km. de dicha población, la precipitación acumulada ha sido inferior a 50 l/m2. 

De los 390 l/m2 acumulados, 320 l/m2 se recogieron en 3 horas, entre las 16:30 y las 19:30,  y  144.4 l/m2 en una hora, entre las 17 y las 18 horas. La precipitación acumulada en una hora es la más alta desde que hay registros en la Comunidad Valenciana, esta entre las 3 más altas de España.";"NO";"NO";"";"";"";"";"";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Informe por un aficionado entrenado, Informe por un meteorólogo profesional";"";"";"";"";"";"";"";"";"180 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"390";"16:20";"15";"30";"44";"86";"144";"321";"391";"Si";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"https://sinobas.aemet.es/index.php?pag=detal&rep=26";"jnunez";"AEMET";"2009-01-24";"12:15";"+/- 15 minutos";"2012-11-19";"Viento de Ladera";"Alta";"38.618";"-0.127";"253";"Alicante";"La Nucia";"Calle de Coheters, 1-5, 03530 La Nucia, Alicante, España";"3530";"La zona más probable donde se pudieron producir rachas de viento superiores a 135 km/h es la zona oeste del término municipal de La Nucia, en zonas de cota superior a 200 metros. Más al este del término, las probabilidades son menores.";"La Nucia se encuentra justo a sotavento de las últimas estribaciones Béticas, con elevaciones de más de 1000 metros a menos de 10 km al oeste-noroeste de la localidad (dirección de donde venía el viento) y a 13 km en línea recta en esa misma dirección del Pico de Aitana, de 1558 metros. A 6 km al oeste-suroeste se encuentra el Puig Campana, de 1406 metros de altitud. El núcleo urbano de La Nucia tiene una altitud media de 230 metros.

Desde el punto de vista de estar situada la localidad a sotavento de estas zonas montañosas y teniendo en cuenta el flujo medio del viento, hay que considerar que sobre todo la zona oeste del término municipal se pudo ver afectada por vientos acelerados descendentes más de 1000 en poco más de 10 kilómetros. Estos vientos además debieron ser muy racheados, siendo además posible que se pudieran haber formado rotores, con microvórtices de aire ascendente y descendente, pero afectando a zonas muy reducidas, con mucha probabilidad de que a pocos metros, y con un terreno con características aparentemente similares, no se dieran esas rachas ascendentes.";"NO";"NO";"";"";"";"";"1";"Testigo de los daños, Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"EF1: 138-178 km/h";"SD";"143";"";"";"SD";"Sin Precipitación";"SD";"SD";"SD";"noroeste a sureste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"https://sinobas.aemet.es/index.php?pag=detal&rep=27";"jnunez";"AEMET";"2012-07-28";"21:25";"+/- 15 minutos";"2012-11-21";"Granizada Singular";"Alta";"38.824";"-0.596";"353";"Valencia";"Ontinyent";"Calle de José Iranzo, 75-83, 46870 Ontinyent, Valencia, España";"46870";"Ese día se observó granizo en muchas localidades como  Ontinyent, Carrícola, Moixent en la provincia de Valencia y Vilafranca, Fredes o Morella en la de Castellón. Sin embargo la más espectacular fue la de Ontinyent.";"Tormentas con granizo que afectaron a las comarcas de la Vall d'Albaida y la Costera, en Valencia y Els Ports y el Alt Maestrat en Castellón.";"NO";"NO";"Sólo en 5 edificios municipales los daños ascendieron a 20500 euros, afectó al menos a 200 coches y provocó graves daños en el campo";"";"";"";"";"Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Mayor de 7";"Entre 4 y 5";"SD";"SD";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"https://sinobas.aemet.es/index.php?pag=detal&rep=28";"jnunez";"AEMET";"2005-08-10";"09:00";"+/- 1 hora";"2012-11-22";"Fenómenos marítimos raros";"Alta";"38.841";"0.116";"0";"Alicante";"Dénia";"Calle de los Tinglados, 8, 03700 Dénia, Alicante, España";"3700";"La zona donde más se notó fue el puerto de Denia y sus playas, pero también se notó en otras playas de la provincia de Valencia.";"Los datos más cercanos a Denia muestran oscilaciones de presión causadas por ondas gravitatorias que provocaron oscilaciones en el puerto de valencia registradas por el mareografo de hasta 84 cm.

La prensa, para el caso de Denia cita una oscilación de 140 cm. aunque no causó daños.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Información en los medios, Fotos o videos del evento";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Oscilaciones transitorias del nivel del mar";"Probablemente se trató de una elevación del mar tipo Rissaga, ya que las condiciones meteorológicas son las idóneas para la formación de ondas gravitatorias.

Estas ondas de presión pueden producir movimientos verticales que hagan variar la presión atmosférica al nivel del mar, lo cual provocaría a su vez variaciones del nivel del agua del mar, algo que puede tener especial relevancia en determinados puertos y bahías, cuando se produce resonancia entre la frecuencia de variación de niveles intrínseca del puerto y la de la onda gravitatoria."
"29";"https://sinobas.aemet.es/index.php?pag=detal&rep=29";"jnunez";"AEMET";"2010-08-19";"17:30";"+/- 15 minutos";"2012-11-23";"Reventón / Frente de racha";"Alta";"39.859";"-0.083";"1";"Castellón";"Burriana";"Camino de Serratella, 172, 12530 Burriana, Castellón, España";"12530";"Sobre todo afectó a la playa de Burriana, donde se produjo una víctima mortal.";"en la zona de Burriana había unas condiciones atmosféricas muy similares a las de otros observatorios del norte de Valencia en los que se observaron rachas de viento superiores a 80 km/h al paso de la tormenta. Había índices muy altos de inestabilidad, poca inhibición, entorno favorable para la convección organizada, y no muy favorable para  generar rotación en la corriente ascendente. También la baja humedad relativa en capas medias resultaba favorecedora para que se produjesen desplomes de aire.

Alrededor de las 17:30 en Burriana, se registró tormenta, con trayectoria suroeste-nordeste, que afectó sobre todo a la zona litoral y al sur del término municipal, donde se concentran la mayor parte de los más de 200 rayos nube-tierra detectadas por el sistema de detección de descargas eléctricas de AEMET 

Esta tormenta provocó precipitaciones muy intensas, aunque de corta duración, con acumulados que pudieron superar los 15 l/m2 en menos de 10’, y que dejó rachas de viento muy fuertes al paso de la tormenta probablemente asociada a desplomes de aire del tipo “downburst” y que localmente pudieron haber superado los 100 km/h en la zona costera del término municipal de Burriana en aquellos lugares donde el vector de traslación de la tormenta se sumó al de la propia dinámica interna de la célula convectiva. Los daños observados son coherentes con esta situación. Se produjeron daños de forma dispersa en estructuras débiles, como toldos, sillas, vallas, etc. o estructuras mal ancladas, quedando intactos otros elementos algo más sólidos como palmeras, mástiles, etc.

De la imagen de la caseta de la cruz roja volcada por la fuerza del viento que provocó una victima mortal y que se adjunta en las imágenes, se deduce que estaba dispuesta de forma perpendicular a la línea de costa, que en esta zona de Castellón tiene orientación suroeste-nordeste, y por tanto esta caseta estaba dispuesta de forma perpendicular al desplazamiento de la tormenta, y por tanto a la dirección de las rachas máximas de viento que se debieron de producir en la zona.
 
Aunque no se puede descartar totalmente la existencia de un tornado, se considera poco probable, y sí que sería posible que una vez la célula se adentrara en el mar, se pudiera haber observado alguna tromba marina, desplazándose hacia el este, pero no hacia tierra.";"NO";"NO";"Daños en chiringuitos e instalaciones en primera linea de playa";"";"";"";"1";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"Tornado";"EF0: 105-137 km/h";"T1: 87-115 km/h";"";"";"";"10 minutos";"Lluvia fuerte, Tormenta";"SD";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"https://sinobas.aemet.es/index.php?pag=detal&rep=30";"mgilig";"AEMET";"2012-11-22";"12:00";"+/- 3 horas";"2012-11-23";"Tornado / Tromba Marina";"Alta";"39.980";"3.301";"-100";"Baleares";"Pollença";"España";"7315";"Tromba marina observada desde Pollença.";"Un testigo observó desde Pollença la manga marina. No hay información acerca de duración, tamaño o velocidad del viento.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"https://sinobas.aemet.es/index.php?pag=detal&rep=31";"bamengualv";"AEMET";"2012-09-12";"23:40";"+/- 15 minutos";"2012-11-23";"Tornado / Tromba Marina";"Alta";"39.815";"2.889";"575";"Baleares";"Escorca";"Camino Viejo de Lluc, 07315 Escorca, Baleares, España";"7315";"Tornado F1, que en su trayectoria afectó a zonas situadas al Noroeste del monasterio de Lluc y al propio monasterio, ocasionando importantes daños materiales y caida de grandes árboles";"Tornado que durante la noche del día 12 de septiembre afectó al Monasterio de Lluc ocasionando importantes daños materiales.";"NO";"NO";"Destrozos en tejado, ventanas y otras infraestructuras del Monasterio de Lluc";"Caída de grandes árboles a lo largo de la trayectoria del tornado.";"";"2";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Fotos o videos del evento, Fotos o videos de los daños, Informe por un meteorólogo profesional";"Tornado";"1";"";"EF1: 138-178 km/h";"T3: 148-184 km/h";"148";"No";"1";"15 minutos";"Lluvia fuerte, Tormenta";"Entre 3 y 4 km";"SD";"SD";"noroeste a sureste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"https://sinobas.aemet.es/index.php?pag=detal&rep=33";"jriescom";"AEMET";"2012-11-27";"20:30";"+/- 1 hora";"2012-11-29";"Granizada Singular";"Alta";"37.190";"-3.720";"580";"Granada";"Santa Fe";"Calle de Calderón, 63, 18320 Santa Fe, Granada, España";"18320";"A última hora de la tarde del martes 27 de noviembre de 2012, los granizos teñían de blanco calles, tejados y coches en las localidades granadinas de Santa Fe, Otura, La Zubia y Loja.";"A última hora de la tarde del martes 27 de noviembre de 2012, los granizos teñían de blanco calles, tejados y coches en las localidades granadinas de Santa Fe, Otura, La Zubia y Loja. Las granizadas fueron fruto de la inestabilidad debida a una intrusión desde el norte de una masa de aire muy frío.";"NO";"NO";"";"";"";"";"";"Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 0,5 y 1";"Entre 0,5 y 1";"SD";"SD";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"https://sinobas.aemet.es/index.php?pag=detal&rep=34";"jsanambrosiob";"AEMET";"2012-12-01";"13:45";"+/- 15 minutos";"2012-12-04";"Alud (Avalancha)";"Alta";"42.775";"-0.257";"2866";"Huesca";"Panticosa";"Lugar Balneario de Panticosa, 22650 Panticosa, Huesca, España";"22650";"Corredor con orientación SE de acceso a la cima del Garmo Negro (3051 m de altitud), con accidente a unos 2800 m  (coordenadas 42,77º N, 0,26º W).";"El alud arrastró a 5 de un grupo de 7 montañeros. Dos montañeros de Madrid fueron arrastrados pero enseguida se quitaron la nieve de encima. Tres montañeros valencianos resultaron accidentados. Uno quedó sepultado totalmente, otro sobresaliendo sólo la cabeza y otro hasta la rodilla. Dos heridos: uno con esguince de tobillo y otro con herida en la rodilla.";"NO";"NO";"";"";"";"2";"0";"Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"";"";"&lt; 0,5 km";"30 metros";"40 metros";"noroeste a sureste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"En bloque";"Denso";"Seca";"SD";"Artificial";"2850";"100";"Despejado";"No";"";"Frío";"Moderado (de 21 a 40 km/h)";"norte a sur";"";"";""
"35";"https://sinobas.aemet.es/index.php?pag=detal&rep=35";"jcmet";"AEMET";"2012-12-13";"16:05";"+/- 1 minuto";"2012-12-13";"Tornado / Tromba Marina";"Alta";"39.894";"4.046";"-3";"Islas Baleares";"Es Migjorn Gran";"Urbanització Santo Tomàs, 7H, 07749 Es Migjorn Gran, Islas Baleares, España";"7749";"Tromba marina vista desde el aeropuerto de Mahón en dirección oeste.";"Se formó la tromba de forma rápida quedando su base próxima a la superficie durante algunos minutos. A continuación se redujo considerablemente y 2 o 3 minutos después se deshizo por completo.";"NO";"NO";"";"";"";"";"";"Testigo del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"5 minutos";"Lluvia ligera o moderada";"SD";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
